Gene symbol,Count All BIOGRID Interactions,Gene name,Relation to ALS,Count Left Interactions,Count Right Interactions
DHRS7,1.0,,,0.0,1.0
DHRSX,1.0,,,0.0,1.0
DHX16,1.0,,,0.0,1.0
DHX33,1.0,,,0.0,1.0
DHX38,1.0,,,0.0,1.0
DHX40,1.0,,,0.0,1.0
DHX57,1.0,,,0.0,1.0
DHX8,1.0,,,0.0,1.0
DIAPH3,1.0,diaphanous related formin 3,Tenuous,0.0,1.0
DICER1,1.0,,,1.0,0.0
DIDO1,1.0,,,0.0,1.0
DIP2A,1.0,,,0.0,1.0
DKKL1,1.0,,,0.0,1.0
DHDDS,1.0,,,1.0,0.0
DLG3,1.0,,,0.0,1.0
DLG5,1.0,,,0.0,1.0
DLK1,1.0,,,1.0,0.0
DLX2,1.0,,,1.0,0.0
DMAP1,1.0,,,0.0,1.0
DMBT1,1.0,,,0.0,1.0
DMD,1.0,,,0.0,1.0
DMP1,1.0,,,0.0,1.0
DMRT3,1.0,,,0.0,1.0
DMRTB1,1.0,,,0.0,1.0
DNA2,1.0,,,0.0,1.0
DNAAF5,1.0,,,0.0,1.0
DNAH14,1.0,,,0.0,1.0
DNAH2,1.0,,,0.0,1.0
DHFR,1.0,,,0.0,1.0
DGKA,1.0,,,0.0,1.0
DNAJB12,1.0,,,0.0,1.0
DDX31,1.0,,,1.0,0.0
DBNDD2,1.0,,,0.0,1.0
DCAF11,1.0,,,1.0,0.0
DCAF4L2,1.0,,,1.0,0.0
DCDC2,1.0,,,0.0,1.0
DCK,1.0,,,0.0,1.0
DCLK1,1.0,,,0.0,1.0
DCP1A,1.0,,,1.0,0.0
DCXR,1.0,,,0.0,1.0
DDR1,1.0,,,0.0,1.0
DDR1-AS1,1.0,,,0.0,1.0
DDX18,1.0,,,0.0,1.0
DDX19A,1.0,,,0.0,1.0
DDX19B,1.0,,,1.0,0.0
DDX27,1.0,,,0.0,1.0
DDX46,1.0,,,0.0,1.0
DGAT2,1.0,,,1.0,0.0
DDX50,1.0,,,0.0,1.0
DDX59,1.0,,,0.0,1.0
DDX60,1.0,,,1.0,0.0
DECR1,1.0,,,0.0,1.0
DEFA1B,1.0,,,0.0,1.0
DEGS1,1.0,,,0.0,1.0
DEK,1.0,,,0.0,1.0
DENND2A,1.0,,,0.0,1.0
DENND5A,1.0,,,0.0,1.0
DEXI,1.0,,,0.0,1.0
DFFA,1.0,,,1.0,0.0
DFFB,1.0,,,1.0,0.0
DFNA5,1.0,,,0.0,1.0
DFNB31,1.0,,,1.0,0.0
DNAH9,1.0,,,0.0,1.0
DNAJB3,1.0,,,0.0,1.0
DBF4,1.0,,,0.0,1.0
ECI1,1.0,,,0.0,1.0
DUSP22,1.0,,,1.0,0.0
DUSP28,1.0,,,1.0,0.0
DUSP3,1.0,,,0.0,1.0
DUT,1.0,,,1.0,0.0
DVL1,1.0,,,0.0,1.0
DVL3,1.0,,,0.0,1.0
DXO,1.0,,,0.0,1.0
DYNLL2,1.0,,,0.0,1.0
DYRK1B,1.0,,,1.0,0.0
DZIP1,1.0,,,0.0,1.0
E4F1,1.0,,,0.0,1.0
EBF1,1.0,,,0.0,1.0
ECD,1.0,,,0.0,1.0
ECE1,1.0,,,1.0,0.0
ECT2L,1.0,,,1.0,0.0
DUSP10,1.0,,,0.0,1.0
EDA,1.0,,,1.0,0.0
EDC3,1.0,,,0.0,1.0
EDDM3B,1.0,,,0.0,1.0
EDEM2,1.0,,,1.0,0.0
EDEM3,1.0,,,1.0,0.0
EEA1,1.0,,,0.0,1.0
EEF1E1,1.0,,,1.0,0.0
EFNA1,1.0,,,1.0,0.0
EFNB1,1.0,,,0.0,1.0
EFR3A,1.0,,,0.0,1.0
EGFL6,1.0,,,0.0,1.0
EIF1AX,1.0,,,0.0,1.0
EIF1AY,1.0,,,0.0,1.0
EIF1B,1.0,,,0.0,1.0
DUSP15,1.0,,,1.0,0.0
DUS2,1.0,,,0.0,1.0
DNAJB4,1.0,,,0.0,1.0
DOT1L,1.0,,,0.0,1.0
DNAJB9,1.0,,,0.0,1.0
DNAJC11,1.0,,,0.0,1.0
DNAJC4,1.0,,,0.0,1.0
DNAJC5,1.0,,,0.0,1.0
DNAJC8,1.0,,,0.0,1.0
DNAJC9,1.0,,,0.0,1.0
DNM3,1.0,,,0.0,1.0
DNMBP,1.0,,,1.0,0.0
DNPEP,1.0,,,0.0,1.0
DNTTIP1,1.0,,,0.0,1.0
DOCK9,1.0,,,0.0,1.0
DOK2,1.0,,,1.0,0.0
DOLK,1.0,,,1.0,0.0
DOPEY1,1.0,,,0.0,1.0
DPAGT1,1.0,,,0.0,1.0
DTX4,1.0,,,1.0,0.0
DPCD,1.0,,,0.0,1.0
DPF1,1.0,,,0.0,1.0
DPH1,1.0,,,0.0,1.0
DPP3,1.0,,,0.0,1.0
DPP9,1.0,,,0.0,1.0
DPY30,1.0,,,0.0,1.0
DPYSL2,1.0,,,0.0,1.0
DPYSL3,1.0,,,0.0,1.0
DPYSL5,1.0,,,0.0,1.0
DRICH1,1.0,,,0.0,1.0
DSG1,1.0,,,0.0,1.0
DTNA,1.0,,,1.0,0.0
DTWD2,1.0,,,0.0,1.0
DTX3,1.0,,,0.0,1.0
DBI,1.0,,,0.0,1.0
DAZ2,1.0,,,0.0,1.0
EIF2AK4,1.0,,,0.0,1.0
CORO1B,1.0,,,0.0,1.0
COL17A1,1.0,,,1.0,0.0
COL4A2,1.0,,,0.0,1.0
COL4A5,1.0,,,0.0,1.0
COL5A2,1.0,,,0.0,1.0
COLEC10,1.0,,,0.0,1.0
COMMD2,1.0,,,0.0,1.0
COMMD6,1.0,,,0.0,1.0
COPB1,1.0,,,0.0,1.0
COPG1,1.0,,,0.0,1.0
COPG2,1.0,,,0.0,1.0
COPS7A,1.0,,,0.0,1.0
COPS7B,1.0,,,0.0,1.0
COQ7,1.0,,,0.0,1.0
CORO1A,1.0,,,0.0,1.0
CORO6,1.0,,,1.0,0.0
COG5,1.0,,,0.0,1.0
COX1,1.0,,,0.0,1.0
COX6A1,1.0,,,0.0,1.0
COX6B1,1.0,,,0.0,1.0
COX7A2,1.0,,,0.0,1.0
COX7B,1.0,,,1.0,0.0
COX8A,1.0,,,1.0,0.0
CP,1.0,,,0.0,1.0
CPD,1.0,,,0.0,1.0
CPNE1,1.0,,,0.0,1.0
CPNE2,1.0,,,1.0,0.0
CPNE3,1.0,,,0.0,1.0
CPNE6,1.0,,,0.0,1.0
CPNE8,1.0,,,0.0,1.0
CPS1,1.0,,,0.0,1.0
COG6,1.0,,,1.0,0.0
COG4,1.0,,,0.0,1.0
CPSF2,1.0,,,0.0,1.0
CLSTN1,1.0,,,1.0,0.0
CLASP2,1.0,,,0.0,1.0
CLCN3,1.0,,,0.0,1.0
CLDN19,1.0,,,0.0,1.0
CLDND1,1.0,,,0.0,1.0
CLEC11A,1.0,,,1.0,0.0
CLEC16A,1.0,,,0.0,1.0
CLEC4F,1.0,,,0.0,1.0
CLK1,1.0,,,1.0,0.0
CLK3,1.0,,,0.0,1.0
CLN3,1.0,,,1.0,0.0
CLN5,1.0,,,0.0,1.0
CLN6,1.0,,,1.0,0.0
CLNS1A,1.0,,,1.0,0.0
CLPSL2,1.0,,,0.0,1.0
CLSTN3,1.0,,,0.0,1.0
COCH,1.0,,,0.0,1.0
CLTCL1,1.0,,,0.0,1.0
CLVS2,1.0,,,0.0,1.0
CMTM6,1.0,,,1.0,0.0
CMYA5,1.0,,,0.0,1.0
CNDP2,1.0,,,0.0,1.0
CNNM1,1.0,,,0.0,1.0
CNNM3,1.0,,,1.0,0.0
CNOT1,1.0,,,0.0,1.0
CNOT10,1.0,,,0.0,1.0
CNOT8,1.0,,,0.0,1.0
CNPPD1,1.0,,,1.0,0.0
CNTFR,1.0,,,1.0,0.0
CNTNAP1,1.0,,,1.0,0.0
CNTNAP3B,1.0,,,0.0,1.0
CPSF1,1.0,,,0.0,1.0
CPSF3L,1.0,,,0.0,1.0
DARS2,1.0,,,0.0,1.0
CYP1A2,1.0,,,1.0,0.0
CTXN3,1.0,,,0.0,1.0
CWC15,1.0,,,0.0,1.0
CWF19L2,1.0,,,1.0,0.0
CX3CL1,1.0,,,1.0,0.0
CXCL5,1.0,,,0.0,1.0
CXCR4,1.0,,,1.0,0.0
CXXC4,1.0,,,1.0,0.0
CXXC5,1.0,,,1.0,0.0
CXorf23,1.0,,,0.0,1.0
CYB561,1.0,,,1.0,0.0
CYB561A3,1.0,,,0.0,1.0
CYBRD1,1.0,,,1.0,0.0
CYFIP2,1.0,,,0.0,1.0
CYHR1,1.0,,,0.0,1.0
CYP20A1,1.0,,,0.0,1.0
CTNNA3,1.0,,,0.0,1.0
CYP2C9,1.0,,,1.0,0.0
CYP2S1,1.0,,,1.0,0.0
CYP4F12,1.0,,,1.0,0.0
CYP51A1,1.0,,,0.0,1.0
CYR61,1.0,,,1.0,0.0
CYTH1,1.0,,,0.0,1.0
CYTH2,1.0,,,0.0,1.0
CYTH3,1.0,,,0.0,1.0
DAAM1,1.0,,,0.0,1.0
DAB2,1.0,,,0.0,1.0
DACH1,1.0,,,0.0,1.0
DAG1,1.0,,,1.0,0.0
DALRD3,1.0,,,0.0,1.0
DAPK1,1.0,,,1.0,0.0
CTNNAL1,1.0,,,0.0,1.0
CTIF,1.0,,,1.0,0.0
CPVL,1.0,,,0.0,1.0
CSDE1,1.0,,,1.0,0.0
CRCT1,1.0,,,0.0,1.0
CREB1,1.0,,,0.0,1.0
CREB5,1.0,,,0.0,1.0
CRIPT,1.0,,,0.0,1.0
CRISP2,1.0,,,1.0,0.0
CRKL,1.0,,,1.0,0.0
CROCC,1.0,,,0.0,1.0
CRTAC1,1.0,,,0.0,1.0
CRTAP,1.0,,,0.0,1.0
CRTC3,1.0,,,0.0,1.0
CRYAA,1.0,,,0.0,1.0
CRYBB1,1.0,,,0.0,1.0
CRYGC,1.0,,,0.0,1.0
CSAD,1.0,,,0.0,1.0
CSN2,1.0,,,1.0,0.0
CTHRC1,1.0,,,0.0,1.0
CSNK1G1,1.0,,,0.0,1.0
CSNK2A2,1.0,,,1.0,0.0
CSPG4P10,1.0,,,0.0,1.0
CSRP2,1.0,,,0.0,1.0
CST1,1.0,,,1.0,0.0
CST3,1.0,cystatin C,Tenuous,0.0,1.0
CST4,1.0,,,1.0,0.0
CST6,1.0,,,0.0,1.0
CSTB,1.0,,,1.0,0.0
CT55,1.0,,,0.0,1.0
CTAGE5,1.0,,,1.0,0.0
CTC1,1.0,,,0.0,1.0
CTDSPL,1.0,,,1.0,0.0
CTH,1.0,,,0.0,1.0
EIF2AK3,1.0,,,0.0,1.0
EIF2B1,1.0,,,0.0,1.0
CKMT1B,1.0,,,0.0,1.0
FOXB1,1.0,,,1.0,0.0
FKBP1B,1.0,,,0.0,1.0
FKBP7,1.0,,,0.0,1.0
FKBP9,1.0,,,1.0,0.0
FKBPL,1.0,,,0.0,1.0
FLG,1.0,,,0.0,1.0
FLG2,1.0,,,0.0,1.0
FLJ22447,1.0,,,0.0,1.0
FNBP4,1.0,,,0.0,1.0
FNDC3A,1.0,,,0.0,1.0
FNDC9,1.0,,,0.0,1.0
FOLR3,1.0,,,1.0,0.0
FOSB,1.0,,,0.0,1.0
FOSL1,1.0,,,0.0,1.0
FOSL2,1.0,,,1.0,0.0
FOXJ3,1.0,,,0.0,1.0
FKBP11,1.0,,,0.0,1.0
FOXL1,1.0,,,1.0,0.0
FOXM1,1.0,,,0.0,1.0
FOXN4,1.0,,,0.0,1.0
FOXO4,1.0,,,0.0,1.0
FOXP3,1.0,,,1.0,0.0
FRAT1,1.0,,,1.0,0.0
FREM2,1.0,,,0.0,1.0
FRMD4A,1.0,,,0.0,1.0
FRS2,1.0,,,1.0,0.0
FRS3,1.0,,,1.0,0.0
FSD1,1.0,,,0.0,1.0
FTCD,1.0,,,1.0,0.0
FTSJ1,1.0,,,0.0,1.0
FTSJ3,1.0,,,0.0,1.0
FKBP15,1.0,,,0.0,1.0
FIZ1,1.0,,,0.0,1.0
FUNDC1,1.0,,,1.0,0.0
FECH,1.0,,,0.0,1.0
FBXL13,1.0,,,1.0,0.0
FBXL19,1.0,,,0.0,1.0
FBXL2,1.0,,,1.0,0.0
FBXL20,1.0,,,0.0,1.0
FBXL6,1.0,,,0.0,1.0
FBXO18,1.0,,,0.0,1.0
FBXO21,1.0,,,0.0,1.0
FBXO34,1.0,,,0.0,1.0
FBXO41,1.0,,,0.0,1.0
FBXW4,1.0,,,1.0,0.0
FCF1,1.0,,,1.0,0.0
FDCSP,1.0,,,1.0,0.0
FDX1,1.0,,,0.0,1.0
FDXR,1.0,,,0.0,1.0
FEM1B,1.0,,,0.0,1.0
FILIP1L,1.0,,,0.0,1.0
FGD4,1.0,,,1.0,0.0
FGF13,1.0,,,0.0,1.0
FGF14,1.0,,,0.0,1.0
FGF17,1.0,,,1.0,0.0
FGF7,1.0,,,1.0,0.0
FGF8,1.0,,,1.0,0.0
FGFR1OP2,1.0,,,1.0,0.0
FGFR2,1.0,,,1.0,0.0
FGFR4,1.0,,,1.0,0.0
FHL1,1.0,,,0.0,1.0
FHOD1,1.0,,,0.0,1.0
FIBCD1,1.0,,,0.0,1.0
FIGF,1.0,,,1.0,0.0
FIGNL1,1.0,,,0.0,1.0
FUCA1,1.0,,,1.0,0.0
FUNDC2,1.0,,,0.0,1.0
FBRS,1.0,,,0.0,1.0
GLRX,1.0,,,0.0,1.0
GEN1,1.0,,,0.0,1.0
GFM2,1.0,,,0.0,1.0
GGA1,1.0,,,0.0,1.0
GHET1,1.0,,,1.0,0.0
GIGYF1,1.0,,,1.0,0.0
GIMAP8,1.0,,,0.0,1.0
GIPC1,1.0,,,0.0,1.0
GIT1,1.0,,,0.0,1.0
GJB2,1.0,,,1.0,0.0
GKAP1,1.0,,,0.0,1.0
GLB1L2,1.0,,,0.0,1.0
GLIDR,1.0,,,0.0,1.0
GLIPR2,1.0,,,1.0,0.0
GLOD4,1.0,,,0.0,1.0
GMFB,1.0,,,0.0,1.0
GDF15,1.0,,,0.0,1.0
GMIP,1.0,,,1.0,0.0
GML,1.0,,,1.0,0.0
GMNN,1.0,,,0.0,1.0
GMPPB,1.0,,,1.0,0.0
GMPS,1.0,,,0.0,1.0
GNA11,1.0,,,0.0,1.0
GNA12,1.0,,,1.0,0.0
GNAO1,1.0,,,0.0,1.0
GNAT2,1.0,,,1.0,0.0
GNE,1.0,,,0.0,1.0
GNG13,1.0,,,1.0,0.0
GNPDA2,1.0,,,0.0,1.0
GNPNAT1,1.0,,,0.0,1.0
GNPTAB,1.0,,,0.0,1.0
GEM,1.0,,,0.0,1.0
GDE1,1.0,,,0.0,1.0
FUZ,1.0,,,0.0,1.0
GAP43,1.0,,,0.0,1.0
FXYD7,1.0,,,0.0,1.0
FYTTD1,1.0,,,0.0,1.0
FZD10,1.0,,,1.0,0.0
G6PD,1.0,,,0.0,1.0
GAB2,1.0,,,1.0,0.0
GABRA2,1.0,,,0.0,1.0
GABRA3,1.0,,,0.0,1.0
GABRA6,1.0,,,0.0,1.0
GABRB1,1.0,,,0.0,1.0
GAGE13,1.0,,,0.0,1.0
GALK1,1.0,,,0.0,1.0
GALNT11,1.0,,,0.0,1.0
GALNT16,1.0,,,1.0,0.0
GALP,1.0,,,0.0,1.0
GAPDHS,1.0,,,0.0,1.0
GCLC,1.0,,,0.0,1.0
GAS2L2,1.0,,,0.0,1.0
GAS2L3,1.0,,,0.0,1.0
GAS5,1.0,,,0.0,1.0
GAS6,1.0,,,0.0,1.0
GAS8,1.0,,,1.0,0.0
GATA1,1.0,,,0.0,1.0
GATA6,1.0,,,0.0,1.0
GBE1,1.0,,,0.0,1.0
GBP2,1.0,,,1.0,0.0
GBP5,1.0,,,1.0,0.0
GCA,1.0,,,0.0,1.0
GCC1,1.0,,,0.0,1.0
GCC2,1.0,,,0.0,1.0
GCH1,1.0,,,1.0,0.0
FBRSL1,1.0,,,0.0,1.0
FBN2,1.0,,,0.0,1.0
EIF2B3,1.0,,,0.0,1.0
ERRFI1,1.0,,,1.0,0.0
EPHB1,1.0,,,0.0,1.0
EPHB4,1.0,,,0.0,1.0
EPHB6,1.0,,,0.0,1.0
EPS8L1,1.0,,,0.0,1.0
EPS8L2,1.0,,,0.0,1.0
EPT1,1.0,,,0.0,1.0
ERC2,1.0,,,1.0,0.0
ERCC2,1.0,,,0.0,1.0
EREG,1.0,,,1.0,0.0
ERH,1.0,,,0.0,1.0
ERICH1,1.0,,,0.0,1.0
ERICH5,1.0,,,0.0,1.0
ERMP1,1.0,,,0.0,1.0
ERN1,1.0,,,1.0,0.0
ESCO2,1.0,,,0.0,1.0
EPHA2,1.0,,,0.0,1.0
ESD,1.0,,,0.0,1.0
ESRP2,1.0,,,0.0,1.0
ESRRB,1.0,,,1.0,0.0
ESYT3,1.0,,,0.0,1.0
ETAA1,1.0,,,1.0,0.0
ETFA,1.0,,,0.0,1.0
ETFDH,1.0,,,0.0,1.0
ETS1,1.0,,,1.0,0.0
ETS2,1.0,,,0.0,1.0
ETV3,1.0,,,0.0,1.0
ETV4,1.0,,,0.0,1.0
ETV5,1.0,,,0.0,1.0
EVI5,1.0,,,0.0,1.0
EXOC4,1.0,,,0.0,1.0
EPHA8,1.0,,,1.0,0.0
EPG5,1.0,,,0.0,1.0
EXOSC6,1.0,,,0.0,1.0
EMC6,1.0,,,0.0,1.0
EIF2B5,1.0,,,0.0,1.0
EIF4E2,1.0,,,0.0,1.0
EIF4EBP1,1.0,,,0.0,1.0
EIF4EBP2,1.0,,,0.0,1.0
EIF5,1.0,,,0.0,1.0
EIF5AL1,1.0,,,0.0,1.0
EIF5B,1.0,,,0.0,1.0
ELAVL3,1.0,,,1.0,0.0
ELF5,1.0,,,1.0,0.0
ELL2,1.0,,,1.0,0.0
ELMOD3,1.0,,,0.0,1.0
ELN,1.0,,,0.0,1.0
ELOVL1,1.0,,,0.0,1.0
ELOVL4,1.0,,,1.0,0.0
EMCN,1.0,,,0.0,1.0
EPC1,1.0,,,0.0,1.0
EMILIN2,1.0,,,0.0,1.0
EMILIN3,1.0,,,0.0,1.0
EML1,1.0,,,0.0,1.0
EML3,1.0,,,0.0,1.0
EML4,1.0,,,0.0,1.0
EML5,1.0,,,0.0,1.0
EN2,1.0,,,0.0,1.0
ENAH,1.0,ENAH actin regulator,Clinical modifier,0.0,1.0
ENDOG,1.0,,,0.0,1.0
ENDOV,1.0,,,0.0,1.0
ENG,1.0,,,1.0,0.0
ENSA,1.0,,,0.0,1.0
ENTHD2,1.0,,,1.0,0.0
EPB41L2,1.0,,,0.0,1.0
EXOSC2,1.0,,,1.0,0.0
EXOSC7,1.0,,,1.0,0.0
FBLN1,1.0,,,0.0,1.0
FAM58A,1.0,,,1.0,0.0
FAM193B,1.0,,,0.0,1.0
FAM195A,1.0,,,0.0,1.0
FAM195B,1.0,,,0.0,1.0
FAM19A3,1.0,,,1.0,0.0
FAM20B,1.0,,,0.0,1.0
FAM20C,1.0,,,0.0,1.0
FAM210A,1.0,,,0.0,1.0
FAM21A,1.0,,,0.0,1.0
FAM21C,1.0,,,0.0,1.0
FAM222B,1.0,,,1.0,0.0
FAM35A,1.0,,,0.0,1.0
FAM3A,1.0,,,0.0,1.0
FAM45A,1.0,,,0.0,1.0
FAM50A,1.0,,,0.0,1.0
FAM71F1,1.0,,,0.0,1.0
FAM189B,1.0,,,1.0,0.0
FAM76B,1.0,,,0.0,1.0
FAM83D,1.0,,,0.0,1.0
FAM83H,1.0,,,0.0,1.0
FAM86B3P,1.0,,,0.0,1.0
FAM86JP,1.0,,,0.0,1.0
FAM8A1,1.0,,,1.0,0.0
FAM96B,1.0,,,1.0,0.0
FAM98B,1.0,,,0.0,1.0
FANCB,1.0,,,0.0,1.0
FANCL,1.0,,,0.0,1.0
FANCM,1.0,,,0.0,1.0
FARP1,1.0,,,0.0,1.0
FAT4,1.0,,,0.0,1.0
FAU,1.0,,,0.0,1.0
FAM193A,1.0,,,0.0,1.0
FAM184A,1.0,,,0.0,1.0
EXT1,1.0,,,1.0,0.0
FAM109A,1.0,,,1.0,0.0
EXTL3,1.0,,,1.0,0.0
EYA1,1.0,,,1.0,0.0
EYA2,1.0,,,1.0,0.0
F10,1.0,,,1.0,0.0
F2,1.0,,,1.0,0.0
F8,1.0,,,1.0,0.0
F8A1,1.0,,,0.0,1.0
FABP1,1.0,,,0.0,1.0
FABP3,1.0,,,0.0,1.0
FABP4,1.0,,,1.0,0.0
FABP5,1.0,,,0.0,1.0
FABP7,1.0,,,0.0,1.0
FADS1,1.0,,,0.0,1.0
FADS2,1.0,,,0.0,1.0
FAM110A,1.0,,,0.0,1.0
FAM178A,1.0,,,0.0,1.0
FAM114A2,1.0,,,0.0,1.0
FAM115A,1.0,,,0.0,1.0
FAM120AOS,1.0,,,0.0,1.0
FAM120B,1.0,,,1.0,0.0
FAM122B,1.0,,,0.0,1.0
FAM124A,1.0,,,0.0,1.0
FAM129B,1.0,,,0.0,1.0
FAM134A,1.0,,,0.0,1.0
FAM134C,1.0,,,0.0,1.0
FAM153B,1.0,,,0.0,1.0
FAM163B,1.0,,,0.0,1.0
FAM167A,1.0,,,1.0,0.0
FAM169A,1.0,,,0.0,1.0
FAM175B,1.0,,,1.0,0.0
CKS1BP3,1.0,,,0.0,1.0
CKMT1A,1.0,,,0.0,1.0
GOLGA6L5P,1.0,,,0.0,1.0
ART5,1.0,,,0.0,1.0
ARL1,1.0,,,0.0,1.0
ARL15,1.0,,,1.0,0.0
ARL4D,1.0,,,0.0,1.0
ARMC5,1.0,,,0.0,1.0
ARMC7,1.0,,,1.0,0.0
ARMCX2,1.0,,,0.0,1.0
ARMCX6,1.0,,,0.0,1.0
ARNT2,1.0,,,0.0,1.0
ARPC2,1.0,,,0.0,1.0
ARPC4,1.0,,,0.0,1.0
ARPC5,1.0,,,1.0,0.0
ARRDC1,1.0,,,0.0,1.0
ARSA,1.0,,,1.0,0.0
ART3,1.0,,,1.0,0.0
ARV1,1.0,,,0.0,1.0
ARID4B,1.0,,,1.0,0.0
ASB11,1.0,,,1.0,0.0
ASB12,1.0,,,1.0,0.0
ASCC1,1.0,,,0.0,1.0
ASCL2,1.0,,,0.0,1.0
ASL,1.0,,,0.0,1.0
ASPRV1,1.0,,,0.0,1.0
ASS1,1.0,,,0.0,1.0
ASUN,1.0,,,0.0,1.0
ASXL1,1.0,,,0.0,1.0
ATAD2,1.0,,,0.0,1.0
ATF7,1.0,,,0.0,1.0
ATG14,1.0,,,0.0,1.0
ATG2B,1.0,,,0.0,1.0
ATG4B,1.0,,,0.0,1.0
ARID5B,1.0,,,0.0,1.0
ARID4A,1.0,,,0.0,1.0
ATM,1.0,,,0.0,1.0
ARHGAP11B,1.0,,,1.0,0.0
APTX,1.0,,,0.0,1.0
AQP10,1.0,,,0.0,1.0
AQP2,1.0,,,1.0,0.0
AQP6,1.0,,,1.0,0.0
ARF1,1.0,,,0.0,1.0
ARF3,1.0,,,0.0,1.0
ARF4,1.0,,,0.0,1.0
ARF5,1.0,,,0.0,1.0
ARFGAP2,1.0,,,0.0,1.0
ARFGEF2,1.0,,,0.0,1.0
ARFIP2,1.0,,,0.0,1.0
ARGLU1,1.0,,,0.0,1.0
ARHGAP1,1.0,,,0.0,1.0
ARHGAP11A,1.0,,,0.0,1.0
ARHGAP24,1.0,,,1.0,0.0
ARID3B,1.0,,,0.0,1.0
ARHGAP32,1.0,,,0.0,1.0
ARHGAP35,1.0,,,0.0,1.0
ARHGAP42,1.0,,,1.0,0.0
ARHGAP9,1.0,,,1.0,0.0
ARHGEF10L,1.0,,,1.0,0.0
ARHGEF15,1.0,,,1.0,0.0
ARHGEF17,1.0,,,1.0,0.0
ARHGEF19,1.0,,,1.0,0.0
ARHGEF25,1.0,,,1.0,0.0
ARHGEF3,1.0,,,0.0,1.0
ARHGEF35,1.0,,,1.0,0.0
ARHGEF5,1.0,,,1.0,0.0
ARHGEF7,1.0,,,1.0,0.0
ARID1B,1.0,,,0.0,1.0
ATL3,1.0,,,1.0,0.0
ATP13A2,1.0,,,0.0,1.0
APPBP2,1.0,,,0.0,1.0
BCL10,1.0,,,1.0,0.0
BAG5,1.0,,,0.0,1.0
BAI2,1.0,,,0.0,1.0
BAIAP2,1.0,,,1.0,0.0
BAIAP2L1,1.0,,,0.0,1.0
BAIAP3,1.0,,,0.0,1.0
BANP,1.0,,,1.0,0.0
BATF2,1.0,,,0.0,1.0
BAZ1A,1.0,,,0.0,1.0
BAZ2A,1.0,,,1.0,0.0
BBS10,1.0,,,0.0,1.0
BCAP31,1.0,,,0.0,1.0
BCAR3,1.0,,,0.0,1.0
BCAS3,1.0,,,0.0,1.0
BCCIP,1.0,,,0.0,1.0
BCL9,1.0,,,0.0,1.0
BAALC,1.0,,,0.0,1.0
BCL9L,1.0,,,0.0,1.0
BCORL1,1.0,,,0.0,1.0
BEGAIN,1.0,,,0.0,1.0
BEND2,1.0,,,0.0,1.0
BFSP2,1.0,,,0.0,1.0
BHLHE40,1.0,,,0.0,1.0
BICC1,1.0,,,0.0,1.0
BIK,1.0,,,0.0,1.0
BIN2,1.0,,,0.0,1.0
BIN3,1.0,,,0.0,1.0
BIRC6,1.0,,,1.0,0.0
BIRC7,1.0,,,1.0,0.0
BLM,1.0,,,1.0,0.0
BLNK,1.0,,,0.0,1.0
BABAM1,1.0,,,1.0,0.0
B9D2,1.0,,,1.0,0.0
ATP1A3,1.0,,,0.0,1.0
ATP6V1H,1.0,,,0.0,1.0
ATP1B2,1.0,,,0.0,1.0
ATP2A3,1.0,,,0.0,1.0
ATP2B2,1.0,,,1.0,0.0
ATP2C1,1.0,,,0.0,1.0
ATP5D,1.0,,,0.0,1.0
ATP5E,1.0,,,0.0,1.0
ATP5EP2,1.0,,,0.0,1.0
ATP5G1,1.0,,,0.0,1.0
ATP5J2,1.0,,,0.0,1.0
ATP5L,1.0,,,0.0,1.0
ATP6AP1,1.0,,,1.0,0.0
ATP6V0D1,1.0,,,0.0,1.0
ATP6V1B2,1.0,,,0.0,1.0
ATP6V1E1,1.0,,,1.0,0.0
ATP8B2,1.0,,,0.0,1.0
B4GAT1,1.0,,,1.0,0.0
ATP8B3,1.0,,,0.0,1.0
ATPAF1,1.0,,,0.0,1.0
ATPIF1,1.0,,,0.0,1.0
ATR,1.0,,,0.0,1.0
ATXN10,1.0,,,0.0,1.0
AUH,1.0,,,1.0,0.0
AVIL,1.0,,,1.0,0.0
AVP,1.0,,,1.0,0.0
AVPR2,1.0,,,1.0,0.0
AXDND1,1.0,,,1.0,0.0
B2M,1.0,,,1.0,0.0
B3GAT3,1.0,,,0.0,1.0
B4GALT1,1.0,,,0.0,1.0
B4GALT3,1.0,,,1.0,0.0
APRT,1.0,,,0.0,1.0
APOOL,1.0,,,0.0,1.0
BMP1,1.0,,,1.0,0.0
ADCK5,1.0,,,0.0,1.0
ACTR2,1.0,,,1.0,0.0
ACTR8,1.0,,,0.0,1.0
ACY1,1.0,,,0.0,1.0
ADAM10,1.0,,,0.0,1.0
ADAM11,1.0,,,0.0,1.0
ADAM15,1.0,,,0.0,1.0
ADAM30,1.0,,,1.0,0.0
ADAM8,1.0,,,0.0,1.0
ADAMTS3,1.0,,,1.0,0.0
ADAMTS4,1.0,,,1.0,0.0
ADAMTSL1,1.0,,,1.0,0.0
ADARB1,1.0,,,0.0,1.0
ADAT1,1.0,,,0.0,1.0
ADCK2,1.0,,,0.0,1.0
ADCY3,1.0,,,0.0,1.0
ACTA2,1.0,,,0.0,1.0
ADCY5,1.0,,,0.0,1.0
ADD1,1.0,,,0.0,1.0
ADD3,1.0,,,0.0,1.0
ADH6,1.0,,,1.0,0.0
ADHFE1,1.0,,,1.0,0.0
